"범죄별","발생지역별","항목","단위","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"마약류 관리에 관한법률(대마)","충남","범죄발생지역","","56","59","54","36","35","46","36",
"마약류 관리에 관한법률(대마)","전북","범죄발생지역","","6","3","3","11","11","15","14",
"마약류 관리에 관한법률(대마)","전남","범죄발생지역","","2","2","7","5","7","5","19",
"마약류 관리에 관한법률(대마)","경북","범죄발생지역","","51","39","49","52","36","37","34",
"마약류 관리에 관한법률(대마)","경남","범죄발생지역","","49","43","20","63","42","47","62",
"마약류 관리에 관한법률(대마)","제주","범죄발생지역","","4","3","5","8","3","8","6",
"마약류 관리에 관한법률(마약)","계","범죄발생지역","","606","1100","1215","1305","1283","1437","1899",
"마약류 관리에 관한법률(마약)","서울","범죄발생지역","","54","29","32","42","61","72","66",
"마약류 관리에 관한법률(마약)","부산","범죄발생지역","","22","8","31","26","29","30","38",
"마약류 관리에 관한법률(마약)","대구","범죄발생지역","","5","78","5","18","11","9","30",
"마약류 관리에 관한법률(마약)","인천","범죄발생지역","","14","7","28","56","34","30","31",
"마약류 관리에 관한법률(마약)","광주","범죄발생지역","","32","33","35","14","20","10","12",
"마약류 관리에 관한법률(마약)","대전","범죄발생지역","","-","3","5","12","8","10","5",
"마약류 관리에 관한법률(마약)","울산","범죄발생지역","","2","1","2","9","3","6","4",
"마약류 관리에 관한법률(마약)","세종","범죄발생지역","","-","1","2","15","10","9","15",
"마약류 관리에 관한법률(마약)","경기","범죄발생지역","","95","451","189","243","299","320","453",
"마약류 관리에 관한법률(마약)","강원","범죄발생지역","","66","138","135","108","175","194","191",
"마약류 관리에 관한법률(마약)","충북","범죄발생지역","","42","68","198","159","142","178","211",
"마약류 관리에 관한법률(마약)","충남","범죄발생지역","","42","24","165","164","110","108","192",
"마약류 관리에 관한법률(마약)","전북","범죄발생지역","","24","8","17","39","17","25","38",
"마약류 관리에 관한법률(마약)","전남","범죄발생지역","","76","91","100","81","66","121","154",
"마약류 관리에 관한법률(마약)","경북","범죄발생지역","","81","99","137","167","164","172","239",
"마약류 관리에 관한법률(마약)","경남","범죄발생지역","","49","60","133","149","133","143","214",
"마약류 관리에 관한법률(마약)","제주","범죄발생지역","","2","1","1","3","1","-","6",
"마약류 관리에 관한법률(향정)","계","범죄발생지역","","4700","6350","6742","6798","5592","6289","6916",
"마약류 관리에 관한법률(향정)","서울","범죄발생지역","","1007","1413","1427","1638","1451","1510","1753",
"마약류 관리에 관한법률(향정)","부산","범죄발생지역","","735","959","1001","1091","868","785","946",
"마약류 관리에 관한법률(향정)","대구","범죄발생지역","","371","410","374","300","338","338","339",
"마약류 관리에 관한법률(향정)","인천","범죄발생지역","","428","603","768","717","638","744","769",
"마약류 관리에 관한법률(향정)","광주","범죄발생지역","","86","107","157","94","127","103","120",
"마약류 관리에 관한법률(향정)","대전","범죄발생지역","","23","94","132","93","101","127","144",
"마약류 관리에 관한법률(향정)","울산","범죄발생지역","","81","93","55","79","37","42","50",
"마약류 관리에 관한법률(향정)","세종","범죄발생지역","","3","1","5","5","9","22","20",
"마약류 관리에 관한법률(향정)","경기","범죄발생지역","","935","1361","1346","1337","1043","1338","1465",
"마약류 관리에 관한법률(향정)","강원","범죄발생지역","","82","132","162","154","81","123","108",
"마약류 관리에 관한법률(향정)","충북","범죄발생지역","","86","119","127","116","102","118","122",
"마약류 관리에 관한법률(향정)","충남","범죄발생지역","","143","199","178","186","134","183","198",
"마약류 관리에 관한법률(향정)","전북","범죄발생지역","","61","68","63","69","50","57","90",
"마약류 관리에 관한법률(향정)","전남","범죄발생지역","","39","50","66","55","52","54","76",
"마약류 관리에 관한법률(향정)","경북","범죄발생지역","","123","175","184","149","103","166","210",
"마약류 관리에 관한법률(향정)","경남","범죄발생지역","","454","533","661","678","440","549","475",
"마약류 관리에 관한법률(향정)","제주","범죄발생지역","","43","33","36","37","18","30","31",
"물환경보전법","계","범죄발생지역","","1005","937","944","1842","1844","789","668",
"물환경보전법","서울","범죄발생지역","","118","84","89","67","62","30","28",
"물환경보전법","부산","범죄발생지역","","37","27","13","917","32","15","20",
"물환경보전법","대구","범죄발생지역","","28","75","35","41","26","17","19",
"물환경보전법","인천","범죄발생지역","","32","29","26","28","30","23","25",
"물환경보전법","광주","범죄발생지역","","41","24","22","57","23","14","10",
"물환경보전법","대전","범죄발생지역","","61","42","19","29","16","5","8",
"물환경보전법","울산","범죄발생지역","","16","17","27","29","19","18","19",
"물환경보전법","세종","범죄발생지역","","10","2","2","3","4","4","5",
"물환경보전법","경기","범죄발생지역","","261","296","343","311","302","321","260",
"물환경보전법","강원","범죄발생지역","","20","25","33","21","18","24","24",
"물환경보전법","충북","범죄발생지역","","48","25","22","33","30","25","18",
"물환경보전법","충남","범죄발생지역","","39","54","41","67","304","44","35",
"물환경보전법","전북","범죄발생지역","","47","54","55","57","40","62","40",
"물환경보전법","전남","범죄발생지역","","25","18","23","19","17","31","25",
"물환경보전법","경북","범죄발생지역","","69","44","65","57","835","41","43",
"물환경보전법","경남","범죄발생지역","","150","117","127","104","84","114","89",
"물환경보전법","제주","범죄발생지역","","3","4","2","2","2","1","-",
"배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률","계","범죄발생지역","","244","416","358","287","192","149","79",
"배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률","서울","범죄발생지역","","-","-","-","","-","-","-",
"배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률","부산","범죄발생지역","","21","-","-","1","-","2","-",
"배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률","대구","범죄발생지역","","-","-","-","","-","-","-",
"배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률","인천","범죄발생지역","","18","26","30","11","15","6","2",
"배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률","광주","범죄발생지역","","-","-","-","","-","-","-",
"배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률","대전","범죄발생지역","","-","-","-","","-","-","-",
"배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률","울산","범죄발생지역","","-","-","-","","-","-","-",
"배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률","세종","범죄발생지역","","-","-","-","","-","-","-",
"배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률","경기","범죄발생지역","","1","-","-","","-","-","2",
"배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률","강원","범죄발생지역","","-","-","-","","1","-","-",
"배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률","충북","범죄발생지역","","-","-","-","","-","-","-",
"배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률","충남","범죄발생지역","","15","37","11","7","3","3","2",
"배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률","전북","범죄발생지역","","31","64","38","29","34","37","21",
"배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률","전남","범죄발생지역","","123","203","205","193","103","79","52",
"배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률","경북","범죄발생지역","","-","-","-","","-","-","-",
"배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률","경남","범죄발생지역","","-","-","-","","-","-","-",
"배타적경제수역에서의 외국인어업등에 관한 주권적권리의 행사에 관한법률","제주","범죄발생지역","","35","86","74","46","36","22","-",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","계","범죄발생지역","","204","297","240","263","355","311","296",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","서울","범죄발생지역","","44","49","58","65","89","109","62",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","부산","범죄발생지역","","52","51","34","24","59","33","63",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","대구","범죄발생지역","","13","37","26","16","17","23","28",
