"범죄별","발생지역별","항목","단위","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"권리행사방해","인천","범죄발생지역","","340","481","688","900","814","817","542",
"권리행사방해","광주","범죄발생지역","","125","182","273","396","465","381","339",
"권리행사방해","대전","범죄발생지역","","182","223","323","425","507","432","271",
"권리행사방해","울산","범죄발생지역","","85","72","116","154","168","161","141",
"권리행사방해","세종","범죄발생지역","","16","20","16","45","56","71","44",
"권리행사방해","경기","범죄발생지역","","1374","1792","2415","2875","3128","2766","2168",
"권리행사방해","강원","범죄발생지역","","161","213","269","396","470","401","339",
"권리행사방해","충북","범죄발생지역","","246","219","333","462","517","473","339",
"권리행사방해","충남","범죄발생지역","","308","327","456","649","803","737","505",
"권리행사방해","전북","범죄발생지역","","165","201","362","491","604","564","419",
"권리행사방해","전남","범죄발생지역","","140","227","278","391","502","439","361",
"권리행사방해","경북","범죄발생지역","","199","328","453","588","745","708","558",
"권리행사방해","경남","범죄발생지역","","292","357","594","857","992","928","755",
"권리행사방해","제주","범죄발생지역","","45","63","65","121","150","196","136",
"신용업무경매","계","범죄발생지역","","21639","24068","24744","22744","23629","23107","22917",
"신용업무경매","서울","범죄발생지역","","5370","5918","5995","5634","5722","5416","5324",
"신용업무경매","부산","범죄발생지역","","1854","2389","2373","1585","1560","1621","1756",
"신용업무경매","대구","범죄발생지역","","958","1028","1031","917","924","954","915",
"신용업무경매","인천","범죄발생지역","","1269","1467","1582","1527","2242","1487","1527",
"신용업무경매","광주","범죄발생지역","","735","734","695","569","623","755","633",
"신용업무경매","대전","범죄발생지역","","342","461","480","503","551","543","546",
"신용업무경매","울산","범죄발생지역","","594","309","305","272","289","295","303",
"신용업무경매","세종","범죄발생지역","","30","24","35","41","49","54","79",
"신용업무경매","경기","범죄발생지역","","5411","6032","6010","6075","6086","6064","5779",
"신용업무경매","강원","범죄발생지역","","540","649","615","622","663","680","660",
"신용업무경매","충북","범죄발생지역","","454","500","494","607","560","563","565",
"신용업무경매","충남","범죄발생지역","","588","619","714","667","691","790","826",
"신용업무경매","전북","범죄발생지역","","342","460","384","397","413","473","477",
"신용업무경매","전남","범죄발생지역","","620","702","659","662","685","712","784",
"신용업무경매","경북","범죄발생지역","","834","829","842","775","783","815","817",
"신용업무경매","경남","범죄발생지역","","1080","1372","1493","1295","1265","1359","1342",
"신용업무경매","제주","범죄발생지역","","618","575","1037","596","523","526","584",
"주거침입","계","범죄발생지역","","8718","10348","11763","11966","13701","17181","18342",
"주거침입","서울","범죄발생지역","","1924","2339","2588","2583","2931","3838","4198",
"주거침입","부산","범죄발생지역","","651","682","878","823","881","1066","1078",
"주거침입","대구","범죄발생지역","","371","545","491","486","533","680","679",
"주거침입","인천","범죄발생지역","","384","490","575","601","665","919","1051",
"주거침입","광주","범죄발생지역","","238","260","233","267","320","381","369",
"주거침입","대전","범죄발생지역","","175","245","280","327","372","442","430",
"주거침입","울산","범죄발생지역","","214","164","158","164","150","197","188",
"주거침입","세종","범죄발생지역","","15","27","27","37","51","53","67",
"주거침입","경기","범죄발생지역","","2026","2373","2678","2822","3337","4070","4497",
"주거침입","강원","범죄발생지역","","362","395","489","513","571","667","657",
"주거침입","충북","범죄발생지역","","270","288","349","374","423","525","549",
"주거침입","충남","범죄발생지역","","349","368","434","463","531","719","749",
"주거침입","전북","범죄발생지역","","217","273","264","289","384","516","603",
"주거침입","전남","범죄발생지역","","359","372","421","417","495","602","586",
"주거침입","경북","범죄발생지역","","430","496","550","572","545","777","746",
"주거침입","경남","범죄발생지역","","477","723","784","760","794","1004","1180",
"주거침입","제주","범죄발생지역","","256","308","564","468","718","725","715",
"비밀침해","계","범죄발생지역","","73","73","102","113","112","128","151",
"비밀침해","서울","범죄발생지역","","18","17","25","32","27","33","33",
"비밀침해","부산","범죄발생지역","","10","6","10","8","8","16","13",
"비밀침해","대구","범죄발생지역","","8","5","7","3","2","4","7",
"비밀침해","인천","범죄발생지역","","2","3","3","8","2","9","11",
"비밀침해","광주","범죄발생지역","","3","2","1","2","2","3","8",
"비밀침해","대전","범죄발생지역","","1","-","2","3","2","5","7",
"비밀침해","울산","범죄발생지역","","1","1","-","2","3","2","3",
"비밀침해","세종","범죄발생지역","","-","-","-","","1","1","-",
"비밀침해","경기","범죄발생지역","","18","23","28","31","36","35","24",
"비밀침해","강원","범죄발생지역","","2","3","3","1","1","1","1",
"비밀침해","충북","범죄발생지역","","1","1","2","3","6","2","5",
"비밀침해","충남","범죄발생지역","","1","1","3","1","4","3","5",
"비밀침해","전북","범죄발생지역","","2","4","6","5","5","4","8",
"비밀침해","전남","범죄발생지역","","3","1","2","1","5","1","8",
"비밀침해","경북","범죄발생지역","","2","3","6","6","5","1","9",
"비밀침해","경남","범죄발생지역","","1","3","4","7","3","5","9",
"비밀침해","제주","범죄발생지역","","-","-","-","","-","3","-",
"유기","계","범죄발생지역","","157","131","221","312","332","260","235",
"유기","서울","범죄발생지역","","60","26","109","174","208","152","119",
"유기","부산","범죄발생지역","","7","9","13","22","9","8","8",
"유기","대구","범죄발생지역","","2","6","2","7","4","3","7",
"유기","인천","범죄발생지역","","4","8","13","13","12","17","5",
"유기","광주","범죄발생지역","","4","1","4","4","13","9","6",
"유기","대전","범죄발생지역","","4","2","4","5","8","5","2",
"유기","울산","범죄발생지역","","1","2","4","4","-","2","3",
"유기","세종","범죄발생지역","","-","2","2","","-","-","-",
"유기","경기","범죄발생지역","","23","40","29","38","24","23","29",
"유기","강원","범죄발생지역","","3","2","4","3","11","8","3",
"유기","충북","범죄발생지역","","8","8","5","5","6","2","1",
"유기","충남","범죄발생지역","","9","2","3","4","11","4","14",
"유기","전북","범죄발생지역","","3","1","2","4","3","3","3",
"유기","전남","범죄발생지역","","12","8","3","6","3","5","7",
"유기","경북","범죄발생지역","","3","6","6","6","8","8","9",
"유기","경남","범죄발생지역","","12","7","17","14","12","9","17",
"유기","제주","범죄발생지역","","2","1","1","3","-","2","2",
"교통방해","계","범죄발생지역","","1713","1790","2083","1388","1429","1382","1454",
"교통방해","서울","범죄발생지역","","620","502","782","159","100","82","73",
"교통방해","부산","범죄발생지역","","52","46","64","52","40","50","44",
"교통방해","대구","범죄발생지역","","26","67","30","29","25","31","30",
"교통방해","인천","범죄발생지역","","46","36","59","50","45","52","54",
"교통방해","광주","범죄발생지역","","35","29","22","23","30","22","20",
"교통방해","대전","범죄발생지역","","10","15","10","23","13","14","16",
"교통방해","울산","범죄발생지역","","29","27","19","21","25","21","17",
"교통방해","세종","범죄발생지역","","3","5","4","8","8","7","6",
"교통방해","경기","범죄발생지역","","304","340","397","342","355","334","364",
"교통방해","강원","범죄발생지역","","89","81","104","100","100","107","145",
"교통방해","충북","범죄발생지역","","65","77","72","61","71","69","66",
"교통방해","충남","범죄발생지역","","83","117","99","103","90","149","152",
"교통방해","전북","범죄발생지역","","45","59","52","56","66","63","60",
"교통방해","전남","범죄발생지역","","92","97","113","106","197","119","155",
"교통방해","경북","범죄발생지역","","82","122","122","103","121","114","124",
"교통방해","경남","범죄발생지역","","103","129","113","130","99","119","100",
"교통방해","제주","범죄발생지역","","29","41","21","22","44","29","28",
"공무방해","계","범죄발생지역","","15464","14788","15130","12926","11369","12056","11238",
"공무방해","서울","범죄발생지역","","3635","3412","3096","2797","2584","2648","2353",
"공무방해","부산","범죄발생지역","","1145","1125","1195","939","876","906","924",
"공무방해","대구","범죄발생지역","","768","807","800","706","576","569","563",
"공무방해","인천","범죄발생지역","","1003","801","862","699","622","1239","585",
"공무방해","광주","범죄발생지역","","277","295","262","208","251","215","202",
"공무방해","대전","범죄발생지역","","397","450","490","379","363","323","386",
"공무방해","울산","범죄발생지역","","427","227","251","188","178","152","157",
"공무방해","세종","범죄발생지역","","26","27","30","37","40","54","44",
"공무방해","경기","범죄발생지역","","3309","3431","3360","2713","2276","2336","2330",
"공무방해","강원","범죄발생지역","","542","498","486","493","446","416","383",
"공무방해","충북","범죄발생지역","","447","406","499","361","356","303","306",
"공무방해","충남","범죄발생지역","","541","534","549","522","449","447","496",
"공무방해","전북","범죄발생지역","","293","261","315","263","253","300","289",
"공무방해","전남","범죄발생지역","","439","392","408","407","349","413","422",
"공무방해","경북","범죄발생지역","","701","647","656","596","522","533","477",
"공무방해","경남","범죄발생지역","","1074","1039","1393","1254","895","924","1040",
"공무방해","제주","범죄발생지역","","440","436","478","364","333","278","281",
"도주와범인은닉","계","범죄발생지역","","557","619","462","546","430","364","332",
"도주와범인은닉","서울","범죄발생지역","","93","128","52","107","69","65","64",
"도주와범인은닉","부산","범죄발생지역","","40","61","52","34","52","29","26",
"도주와범인은닉","대구","범죄발생지역","","26","50","28","23","26","38","25",
"도주와범인은닉","인천","범죄발생지역","","56","26","17","18","13","28","23",
"도주와범인은닉","광주","범죄발생지역","","19","15","36","12","13","13","15",
"도주와범인은닉","대전","범죄발생지역","","21","21","21","25","18","15","13",
"도주와범인은닉","울산","범죄발생지역","","15","3","5","27","14","6","3",
"도주와범인은닉","세종","범죄발생지역","","-","-","-","2","-","-","-",
"도주와범인은닉","경기","범죄발생지역","","96","124","93","110","65","48","61",
"도주와범인은닉","강원","범죄발생지역","","14","14","15","22","27","24","6",
"도주와범인은닉","충북","범죄발생지역","","25","30","28","11","21","8","8",
"도주와범인은닉","충남","범죄발생지역","","38","25","22","32","18","20","14",
"도주와범인은닉","전북","범죄발생지역","","19","19","16","18","12","8","9",
"도주와범인은닉","전남","범죄발생지역","","24","21","21","13","24","16","18",
"도주와범인은닉","경북","범죄발생지역","","26","34","20","36","16","23","15",
"도주와범인은닉","경남","범죄발생지역","","36","36","31","42","39","22","30",
"도주와범인은닉","제주","범죄발생지역","","9","12","5","14","3","1","2",
"위증과 증거인멸","계","범죄발생지역","","3447","3947","3461","3629","3335","2887","2370",
"위증과 증거인멸","서울","범죄발생지역","","929","988","963","995","852","746","606",
"위증과 증거인멸","부산","범죄발생지역","","295","348","314","276","238","237","177",
"위증과 증거인멸","대구","범죄발생지역","","199","297","212","234","222","183","126",
"위증과 증거인멸","인천","범죄발생지역","","175","149","174","160","146","156","109",
"위증과 증거인멸","광주","범죄발생지역","","146","179","125","130","143","100","99",
"위증과 증거인멸","대전","범죄발생지역","","119","117","116","118","136","101","67",
"위증과 증거인멸","울산","범죄발생지역","","53","19","42","48","27","10","14",
"위증과 증거인멸","세종","범죄발생지역","","-","4","2","6","3","5","5",
"위증과 증거인멸","경기","범죄발생지역","","687","904","650","755","658","475","440",
"위증과 증거인멸","강원","범죄발생지역","","96","105","90","96","111","102","90",
"위증과 증거인멸","충북","범죄발생지역","","94","105","88","82","99","68","65",
"위증과 증거인멸","충남","범죄발생지역","","120","130","125","115","122","116","83",
"위증과 증거인멸","전북","범죄발생지역","","85","91","101","139","126","101","86",
"위증과 증거인멸","전남","범죄발생지역","","106","129","109","117","109","148","116",
"위증과 증거인멸","경북","범죄발생지역","","98","102","92","89","89","119","82",
"위증과 증거인멸","경남","범죄발생지역","","214","232","216","227","217","177","162",
"위증과 증거인멸","제주","범죄발생지역","","31","48","42","42","37","43","43",
"무고","계","범죄발생지역","","4859","5386","5560","5752","6049","5701","5908",
"무고","서울","범죄발생지역","","1346","1296","1411","1433","1534","1428","1396",
"무고","부산","범죄발생지역","","360","584","531","510","494","558","478",
"무고","대구","범죄발생지역","","219","227","234","278","280","248","234",
"무고","인천","범죄발생지역","","190","265","225","243","321","270","270",
"무고","광주","범죄발생지역","","165","186","171","148","173","174","183",
"무고","대전","범죄발생지역","","139","165","164","152","185","158","143",
"무고","울산","범죄발생지역","","76","58","84","78","64","55","41",
"무고","세종","범죄발생지역","","5","11","6","13","26","16","18",
"무고","경기","범죄발생지역","","1023","1068","1107","1275","1281","1145","1345",
"무고","강원","범죄발생지역","","158","174","150","181","176","203","185",
"무고","충북","범죄발생지역","","133","159","166","160","175","151","148",
"무고","충남","범죄발생지역","","190","219","223","200","244","221","254",
"무고","전북","범죄발생지역","","131","179","200","177","189","165","224",
"무고","전남","범죄발생지역","","183","221","226","213","189","245","278",
"무고","경북","범죄발생지역","","203","201","225","259","242","240","234",
"무고","경남","범죄발생지역","","288","303","346","360","385","348","393",
"무고","제주","범죄발생지역","","50","70","91","72","91","76","84",
"공안을 해하는죄","계","범죄발생지역","","27","54","66","78","107","171","185",
"공안을 해하는죄","서울","범죄발생지역","","8","9","12","11","18","105","115",
"공안을 해하는죄","부산","범죄발생지역","","1","1","4","5","27","16","5",
"공안을 해하는죄","대구","범죄발생지역","","-","13","6","2","9","4","6",
"공안을 해하는죄","인천","범죄발생지역","","2","3","4","3","13","2","11",
"공안을 해하는죄","광주","범죄발생지역","","1","1","10","8","2","5","2",
"공안을 해하는죄","대전","범죄발생지역","","-","2","1","1","2","1","4",
"공안을 해하는죄","울산","범죄발생지역","","1","-","-","1","1","1","-",
"공안을 해하는죄","세종","범죄발생지역","","-","-","-","2","-","2","-",
"공안을 해하는죄","경기","범죄발생지역","","7","8","24","34","29","23","27",
"공안을 해하는죄","강원","범죄발생지역","","-","-","1","1","-","-","2",
"공안을 해하는죄","충북","범죄발생지역","","-","-","1","","-","1","-",
"공안을 해하는죄","충남","범죄발생지역","","1","10","2","","1","1","1",
"공안을 해하는죄","전북","범죄발생지역","","3","1","-","1","1","1","1",
"공안을 해하는죄","전남","범죄발생지역","","1","3","-","1","1","-","2",
"공안을 해하는죄","경북","범죄발생지역","","-","-","-","","-","7","1",
"공안을 해하는죄","경남","범죄발생지역","","1","3","1","4","3","1","7",
"공안을 해하는죄","제주","범죄발생지역","","1","-","-","4","-","1","1",
"내란의죄","계","범죄발생지역","","4","1","12","20","25","16","33",
"내란의죄","서울","범죄발생지역","","4","1","5","13","21","15","20",
"내란의죄","부산","범죄발생지역","","-","-","-","","1","-","1",
"내란의죄","대구","범죄발생지역","","-","-","-","","-","-","-",
"내란의죄","인천","범죄발생지역","","-","-","-","","-","-","-",
"내란의죄","광주","범죄발생지역","","-","-","-","","1","-","3",
"내란의죄","대전","범죄발생지역","","-","-","-","","-","-","8",
"내란의죄","울산","범죄발생지역","","-","-","-","","-","-","-",
"내란의죄","세종","범죄발생지역","","-","-","-","","-","-","-",
"내란의죄","경기","범죄발생지역","","-","-","-","","1","-","1",
"내란의죄","강원","범죄발생지역","","-","-","-","","1","-","-",
"내란의죄","충북","범죄발생지역","","-","-","-","","-","-","-",
"내란의죄","충남","범죄발생지역","","-","-","-","","-","-","-",
"내란의죄","전북","범죄발생지역","","-","-","-","","-","1","-",
"내란의죄","전남","범죄발생지역","","-","-","-","","-","-","-",
"내란의죄","경북","범죄발생지역","","-","-","-","","-","-","-",
"내란의죄","경남","범죄발생지역","","-","-","7","7","-","-","-",
"내란의죄","제주","범죄발생지역","","-","-","-","","-","-","-",
"음용수에 관한죄","계","범죄발생지역","","17","22","31","21","17","16","25",
"음용수에 관한죄","서울","범죄발생지역","","-","1","7","4","1","3","3",
"음용수에 관한죄","부산","범죄발생지역","","2","-","1","1","-","-","3",
"음용수에 관한죄","대구","범죄발생지역","","-","1","-","","-","-","-",
"음용수에 관한죄","인천","범죄발생지역","","-","-","-","","2","-","-",
"음용수에 관한죄","광주","범죄발생지역","","-","-","1","","-","-","-",
"음용수에 관한죄","대전","범죄발생지역","","-","-","-","","1","-","1",
"음용수에 관한죄","울산","범죄발생지역","","1","-","1","","-","1","-",
"음용수에 관한죄","세종","범죄발생지역","","2","-","-","","-","-","-",
"음용수에 관한죄","경기","범죄발생지역","","2","6","7","5","2","3","4",
"음용수에 관한죄","강원","범죄발생지역","","-","4","2","3","1","1","2",
"음용수에 관한죄","충북","범죄발생지역","","2","3","3","","-","-","1",
"음용수에 관한죄","충남","범죄발생지역","","2","2","2","5","2","1","3",
"음용수에 관한죄","전북","범죄발생지역","","1","3","1","1","2","-","-",
"음용수에 관한죄","전남","범죄발생지역","","1","-","2","1","1","1","-",
"음용수에 관한죄","경북","범죄발생지역","","-","1","-","","3","1","1",
"음용수에 관한죄","경남","범죄발생지역","","4","1","4","1","2","4","6",
"음용수에 관한죄","제주","범죄발생지역","","-","-","-","","-","1","1",
"일수와 수리에 관한죄","계","범죄발생지역","","3","6","4","7","10","10","8",
"일수와 수리에 관한죄","서울","범죄발생지역","","-","-","-","","-","-","-",
"일수와 수리에 관한죄","부산","범죄발생지역","","-","-","-","","-","-","-",
"일수와 수리에 관한죄","대구","범죄발생지역","","-","-","-","","-","1","-",
"일수와 수리에 관한죄","인천","범죄발생지역","","-","1","-","","-","-","-",
"일수와 수리에 관한죄","광주","범죄발생지역","","-","-","-","","1","-","2",
"일수와 수리에 관한죄","대전","범죄발생지역","","-","-","-","","-","1","-",
"일수와 수리에 관한죄","울산","범죄발생지역","","-","-","-","","-","-","-",
"일수와 수리에 관한죄","세종","범죄발생지역","","-","-","-","","-","-","-",
"일수와 수리에 관한죄","경기","범죄발생지역","","2","2","1","","-","-","1",
"일수와 수리에 관한죄","강원","범죄발생지역","","-","-","1","1","-","1","1",
"일수와 수리에 관한죄","충북","범죄발생지역","","-","-","-","1","2","1","-",
"일수와 수리에 관한죄","충남","범죄발생지역","","-","-","1","2","2","2","3",
"일수와 수리에 관한죄","전북","범죄발생지역","","-","2","1","","3","1","-",
"일수와 수리에 관한죄","전남","범죄발생지역","","1","-","-","2","-","-","1",
"일수와 수리에 관한죄","경북","범죄발생지역","","-","1","-","1","1","-","-",
"일수와 수리에 관한죄","경남","범죄발생지역","","-","-","-","","1","3","-",
"일수와 수리에 관한죄","제주","범죄발생지역","","-","-","-","","-","-","-",
"기타","계","범죄발생지역","","1883","612","46","45","53","56","48",
"기타","서울","범죄발생지역","","343","131","11","19","14","34","14",
"기타","부산","범죄발생지역","","148","48","5","","5","1","2",
"기타","대구","범죄발생지역","","83","29","3","2","1","2","2",
"기타","인천","범죄발생지역","","101","37","2","1","2","-","4",
"기타","광주","범죄발생지역","","75","16","2","","13","3","5",
"기타","대전","범죄발생지역","","47","24","2","1","-","4","1",
"기타","울산","범죄발생지역","","39","10","2","","-","-","-",
"기타","세종","범죄발생지역","","3","1","-","","-","-","-",
"기타","경기","범죄발생지역","","436","120","8","7","4","6","10",
"기타","강원","범죄발생지역","","49","16","-","2","2","-","1",
"기타","충북","범죄발생지역","","56","13","1","3","-","2","1",
"기타","충남","범죄발생지역","","105","38","1","2","2","-","-",
"기타","전북","범죄발생지역","","63","22","-","","2","-","3",
"기타","전남","범죄발생지역","","83","25","1","1","4","1","1",
"기타","경북","범죄발생지역","","103","28","1","1","1","-","4",
"기타","경남","범죄발생지역","","123","44","5","6","3","3","-",
"기타","제주","범죄발생지역","","26","10","2","","-","-","-",
"특별법범","계","범죄발생지역","건","917626","972970","1002601","866011","749792","726289","670141",
"특별법범","서울","범죄발생지역","건","152209","149233","146286","138221","127783","120129","106277",
"특별법범","부산","범죄발생지역","건","66680","74728","67084","55427","50323","47698","43781",
"특별법범","대구","범죄발생지역","건","54490","56943","48314","39261","35195","33986","30410",
"특별법범","인천","범죄발생지역","건","52332","54472","52095","46311","35487","37842","35189",
"특별법범","광주","범죄발생지역","건","35649","33931","31797","28258","23103","22531","20691",
"특별법범","대전","범죄발생지역","건","19200","19990","21396","21558","18252","17674","16189",
"특별법범","울산","범죄발생지역","건","22495","19374","15731","13558","11941","12681","11281",
"특별법범","세종","범죄발생지역","건","1910","1701","2129","2129","2161","2276","2452",
"특별법범","경기","범죄발생지역","건","217415","233510","289048","234416","194075","184298","173832",
"특별법범","강원","범죄발생지역","건","30987","34422","35457","30617","25363","24460","23446",
"특별법범","충북","범죄발생지역","건","27011","28945","33094","29320","25013","23384","21674",
"특별법범","충남","범죄발생지역","건","38712","42777","40706","36879","35682","33610","31899",
"특별법범","전북","범죄발생지역","건","31723","31540","30668","28195","25518","26430","23725",
"특별법범","전남","범죄발생지역","건","38963","44956","42269","35206","33567","35390","34026",
"특별법범","경북","범죄발생지역","건","51508","54636","51339","46550","42168","39620","36152",
"특별법범","경남","범죄발생지역","건","61014","73291","75599","62836","51819","53397","48650",
"특별법범","제주","범죄발생지역","건","15328","18521","19589","17269","12342","10883","10467",
"가정폭력 범죄의 처벌등에 관한 특례법","계","범죄발생지역","","184","236","210","197","361","395","402",
"가정폭력 범죄의 처벌등에 관한 특례법","서울","범죄발생지역","","27","32","23","25","75","79","96",
"가정폭력 범죄의 처벌등에 관한 특례법","부산","범죄발생지역","","9","5","2","2","20","7","14",
"가정폭력 범죄의 처벌등에 관한 특례법","대구","범죄발생지역","","7","21","37","29","68","67","47",
"가정폭력 범죄의 처벌등에 관한 특례법","인천","범죄발생지역","","1","6","12","10","17","27","19",
"가정폭력 범죄의 처벌등에 관한 특례법","광주","범죄발생지역","","43","30","19","17","14","14","8",
"가정폭력 범죄의 처벌등에 관한 특례법","대전","범죄발생지역","","14","12","7","4","8","20","16",
"가정폭력 범죄의 처벌등에 관한 특례법","울산","범죄발생지역","","6","1","4","7","4","1","11",
"가정폭력 범죄의 처벌등에 관한 특례법","세종","범죄발생지역","","1","-","1","3","2","2","2",
"가정폭력 범죄의 처벌등에 관한 특례법","경기","범죄발생지역","","18","56","46","52","72","99","93",
"가정폭력 범죄의 처벌등에 관한 특례법","강원","범죄발생지역","","3","6","4","4","6","6","11",
"가정폭력 범죄의 처벌등에 관한 특례법","충북","범죄발생지역","","13","12","6","9","8","15","7",
"가정폭력 범죄의 처벌등에 관한 특례법","충남","범죄발생지역","","18","20","11","11","26","10","25",
"가정폭력 범죄의 처벌등에 관한 특례법","전북","범죄발생지역","","8","9","5","2","4","6","5",
"가정폭력 범죄의 처벌등에 관한 특례법","전남","범죄발생지역","","6","8","3","2","11","18","20",
"가정폭력 범죄의 처벌등에 관한 특례법","경북","범죄발생지역","","4","9","19","4","7","7","11",
"가정폭력 범죄의 처벌등에 관한 특례법","경남","범죄발생지역","","3","9","5","14","14","16","16",
"가정폭력 범죄의 처벌등에 관한 특례법","제주","범죄발생지역","","3","-","6","2","5","1","1",
"가축분뇨의 관리 및 이용에 관한법률","계","범죄발생지역","","888","923","890","829","955","956","948",
"가축분뇨의 관리 및 이용에 관한법률","서울","범죄발생지역","","15","3","2","3","2","3","1",
"가축분뇨의 관리 및 이용에 관한법률","부산","범죄발생지역","","15","14","8","7","7","14","8",
"가축분뇨의 관리 및 이용에 관한법률","대구","범죄발생지역","","9","9","4","16","13","-","5",
"가축분뇨의 관리 및 이용에 관한법률","인천","범죄발생지역","","12","16","12","5","4","4","8",
"가축분뇨의 관리 및 이용에 관한법률","광주","범죄발생지역","","12","4","3","6","4","3","4",
"가축분뇨의 관리 및 이용에 관한법률","대전","범죄발생지역","","4","3","4","1","1","-","1",
"가축분뇨의 관리 및 이용에 관한법률","울산","범죄발생지역","","9","16","11","1","1","12","7",
"가축분뇨의 관리 및 이용에 관한법률","세종","범죄발생지역","","15","3","1","10","7","13","6",
"가축분뇨의 관리 및 이용에 관한법률","경기","범죄발생지역","","258","224","246","207","295","230","216",
"가축분뇨의 관리 및 이용에 관한법률","강원","범죄발생지역","","32","17","25","28","43","38","40",
"가축분뇨의 관리 및 이용에 관한법률","충북","범죄발생지역","","45","44","43","50","67","52","44",
"가축분뇨의 관리 및 이용에 관한법률","충남","범죄발생지역","","92","135","131","119","139","153","122",
"가축분뇨의 관리 및 이용에 관한법률","전북","범죄발생지역","","119","126","115","103","97","148","137",
"가축분뇨의 관리 및 이용에 관한법률","전남","범죄발생지역","","52","92","55","50","95","80","115",
"가축분뇨의 관리 및 이용에 관한법률","경북","범죄발생지역","","65","73","114","120","92","103","120",
"가축분뇨의 관리 및 이용에 관한법률","경남","범죄발생지역","","134","143","108","103","87","103","114",
"가축분뇨의 관리 및 이용에 관한법률","제주","범죄발생지역","","-","1","8","","1","-","-",
"감염병의 예방 및 관리에 관한법률","계","범죄발생지역","","139","127","89","110","95","219","2482",
"감염병의 예방 및 관리에 관한법률","서울","범죄발생지역","","3","22","11","9","17","45","744",
"감염병의 예방 및 관리에 관한법률","부산","범죄발생지역","","3","1","6","19","5","10","226",
"감염병의 예방 및 관리에 관한법률","대구","범죄발생지역","","-","-","-","1","1","6","110",
"감염병의 예방 및 관리에 관한법률","인천","범죄발생지역","","6","5","5","2","5","19","183",
"감염병의 예방 및 관리에 관한법률","광주","범죄발생지역","","1","1","-","1","-","1","92",
"감염병의 예방 및 관리에 관한법률","대전","범죄발생지역","","1","3","-","","1","-","42",
"감염병의 예방 및 관리에 관한법률","울산","범죄발생지역","","-","1","1","","1","3","10",
"감염병의 예방 및 관리에 관한법률","세종","범죄발생지역","","-","-","-","","-","-","22",
"감염병의 예방 및 관리에 관한법률","경기","범죄발생지역","","92","66","23","26","36","63","591",
"감염병의 예방 및 관리에 관한법률","강원","범죄발생지역","","6","2","10","11","5","12","37",
"감염병의 예방 및 관리에 관한법률","충북","범죄발생지역","","3","4","11","13","12","9","47",
"감염병의 예방 및 관리에 관한법률","충남","범죄발생지역","","5","3","1","2","3","9","139",
"감염병의 예방 및 관리에 관한법률","전북","범죄발생지역","","4","1","3","2","3","12","26",
"감염병의 예방 및 관리에 관한법률","전남","범죄발생지역","","7","10","5","6","1","17","48",
"감염병의 예방 및 관리에 관한법률","경북","범죄발생지역","","1","5","7","11","2","8","42",
"감염병의 예방 및 관리에 관한법률","경남","범죄발생지역","","7","3","6","7","3","5","89",
"감염병의 예방 및 관리에 관한법률","제주","범죄발생지역","","-","-","-","","-","-","34",
"개발제한구역의 지정 및 관리에 관한 특별조치법","계","범죄발생지역","","1127","1223","1136","966","870","678","673",
"개발제한구역의 지정 및 관리에 관한 특별조치법","서울","범죄발생지역","","148","112","90","81","54","76","45",
"개발제한구역의 지정 및 관리에 관한 특별조치법","부산","범죄발생지역","","55","65","46","79","142","109","120",
"개발제한구역의 지정 및 관리에 관한 특별조치법","대구","범죄발생지역","","10","19","12","6","11","13","19",
"개발제한구역의 지정 및 관리에 관한 특별조치법","인천","범죄발생지역","","109","62","79","54","21","93","87",
"개발제한구역의 지정 및 관리에 관한 특별조치법","광주","범죄발생지역","","11","9","4","4","3","3","6",
"개발제한구역의 지정 및 관리에 관한 특별조치법","대전","범죄발생지역","","1","7","6","16","4","10","9",
"개발제한구역의 지정 및 관리에 관한 특별조치법","울산","범죄발생지역","","10","22","11","9","10","4","6",
"개발제한구역의 지정 및 관리에 관한 특별조치법","세종","범죄발생지역","","-","-","-","1","-","-","-",
"개발제한구역의 지정 및 관리에 관한 특별조치법","경기","범죄발생지역","","714","832","799","671","582","327","329",
"개발제한구역의 지정 및 관리에 관한 특별조치법","강원","범죄발생지역","","-","-","-","","-","-","-",
"개발제한구역의 지정 및 관리에 관한 특별조치법","충북","범죄발생지역","","-","-","8","4","-","-","-",
"개발제한구역의 지정 및 관리에 관한 특별조치법","충남","범죄발생지역","","1","1","2","1","-","-","2",
"개발제한구역의 지정 및 관리에 관한 특별조치법","전북","범죄발생지역","","-","-","-","","-","-","-",
"개발제한구역의 지정 및 관리에 관한 특별조치법","전남","범죄발생지역","","4","7","5","3","10","3","9",
"개발제한구역의 지정 및 관리에 관한 특별조치법","경북","범죄발생지역","","8","6","3","12","4","2","1",
"개발제한구역의 지정 및 관리에 관한 특별조치법","경남","범죄발생지역","","56","81","71","25","29","38","40",
"개발제한구역의 지정 및 관리에 관한 특별조치법","제주","범죄발생지역","","-","-","-","","-","-","-",
"개인정보보호법","계","범죄발생지역","","1332","1075","1066","1199","1498","1719","2198",
"개인정보보호법","서울","범죄발생지역","","322","316","301","336","440","448","566",
"개인정보보호법","부산","범죄발생지역","","171","152","137","111","141","138","172",
"개인정보보호법","대구","범죄발생지역","","45","45","38","52","55","68","100",
"개인정보보호법","인천","범죄발생지역","","64","38","41","63","72","145","117",
"개인정보보호법","광주","범죄발생지역","","59","39","26","28","50","69","96",
